id,L_x,B1_x,B5_x,d-total_x,HNBO,CNBO_x,ONBO_x,HOMO_x,LUMO_x,L_y,B1_y,B5_y,d-total_y,NBO (N)_x,HOMO_y,LUMO_y,L_x,B1_x,B5_x,d-total_x,ONBO_y,NNBO,CNBO_y,HOMO_x,LUMO_x,L_y,B1_y,B5_y,d-total_y,NBO (N)_y,HOMO_y,LUMO_y
Sub-K_Base-C_Hyd-E_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,5.42,2.81,3.11,0.001,-0.41086000000000006,-0.24384,0.058629999999999995,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-C_Hyd-F_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,5.42,2.81,3.11,0.001,-0.41086000000000006,-0.24384,0.058629999999999995,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-C_Hyd-F_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,5.42,2.81,3.11,0.001,-0.41086000000000006,-0.24384,0.058629999999999995,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-C_Hyd-F_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,5.42,2.81,3.11,0.001,-0.41086000000000006,-0.24384,0.058629999999999995,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-C_Hyd-F_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,5.42,2.81,3.11,0.001,-0.41086000000000006,-0.24384,0.058629999999999995,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-C_Hyd-F_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,5.42,2.81,3.11,0.001,-0.41086000000000006,-0.24384,0.058629999999999995,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
Sub-K_Base-C_Hyd-F_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,5.42,2.81,3.11,0.001,-0.41086000000000006,-0.24384,0.058629999999999995,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-D_Hyd-A_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-D_Hyd-A_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-D_Hyd-A_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-D_Hyd-A_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-D_Hyd-A_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
Sub-K_Base-D_Hyd-A_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-D_Hyd-B_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-D_Hyd-B_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-D_Hyd-B_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-D_Hyd-B_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-D_Hyd-B_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
Sub-K_Base-D_Hyd-B_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-D_Hyd-C_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-D_Hyd-C_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-D_Hyd-C_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-D_Hyd-C_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-D_Hyd-C_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
Sub-K_Base-D_Hyd-C_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-D_Hyd-D_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-D_Hyd-D_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-D_Hyd-D_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-D_Hyd-D_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-D_Hyd-D_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
Sub-K_Base-D_Hyd-D_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-D_Hyd-E_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-D_Hyd-E_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-D_Hyd-E_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-D_Hyd-E_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-D_Hyd-E_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
Sub-K_Base-D_Hyd-E_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-D_Hyd-F_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-D_Hyd-F_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-D_Hyd-F_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-D_Hyd-F_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-D_Hyd-F_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
Sub-K_Base-D_Hyd-F_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,4.95,2.96,4.38,0.4072,-0.46715,-0.25155,0.06277,7.0,2.39,5.41,1.7536,-0.60241,-0.19125999999999999,0.11845,-0.28119,0.05421,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-E_Hyd-A_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-E_Hyd-A_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-E_Hyd-A_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-E_Hyd-A_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-E_Hyd-A_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
Sub-K_Base-E_Hyd-A_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.35,2.37,4.44,3.1372,-0.59982,-0.19147,0.1293,-0.29782,0.01955,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-E_Hyd-B_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-E_Hyd-B_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-E_Hyd-B_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-E_Hyd-B_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-E_Hyd-B_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
Sub-K_Base-E_Hyd-B_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.53,1.89,4.85,0.6866,-0.60863,-0.16899,-0.058929999999999996,-0.28112,0.057670000000000006,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-E_Hyd-C_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-E_Hyd-C_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-E_Hyd-C_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-E_Hyd-C_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-E_Hyd-C_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
Sub-K_Base-E_Hyd-C_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.42,1.85,4.93,0.6884,-0.60853,-0.16835,-0.06537000000000001,-0.28043,0.0552,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-E_Hyd-D_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-E_Hyd-D_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-E_Hyd-D_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-E_Hyd-D_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-E_Hyd-D_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
Sub-K_Base-E_Hyd-D_LigA-F,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.5,1.87,5.44,3.5418,-0.60878,-0.16128,-0.05612999999999999,-0.3042,0.027589999999999996,1,1,1,2.1727,-0.39028,-0.27518000000000004,-0.02313
Sub-K_Base-E_Hyd-E_LigA-A,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,0.0002,-0.42376,-0.29094000000000003,-0.02595
Sub-K_Base-E_Hyd-E_LigA-B,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,0.0434,-0.40617,-0.31779,-0.05276
Sub-K_Base-E_Hyd-E_LigA-C,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,0.0019,-0.43188000000000004,-0.28599,-0.02248
Sub-K_Base-E_Hyd-E_LigA-D,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,0.0005,-0.44773,-0.28831999999999997,-0.01581
Sub-K_Base-E_Hyd-E_LigA-E,5.31,1.87,6.2,1.9405,0.18195999999999998,-0.08286,-0.69303,-0.3007,0.0063,8.31,1.89,3.18,4.6228,-0.45824,-0.26495,0.02599,6.45,2.39,4.44,0.7751,-0.6054,-0.18893,0.11759000000000001,-0.28198,0.0566,1,1,1,0.0,-0.43028999999999995,-0.28423000000000004,-0.01779
